device_id,uptime_hours,failures,avg_latency_ms,error_rate
D4001,2601,2,180.73,0.0824
D4002,2893,3,224.53,0.0104
D4003,1472,1,107.97,0.0704
D4004,1925,0,148.32,0.0206
D4005,2613,4,120.13,0.0627
D4006,2949,5,196.3,0.0704
D4007,2842,1,232.8,0.0866
D4008,960,0,180.8,0.0643
D4009,2202,3,127.64,0.0822
D4010,529,1,163.6,0.0083
D4011,1751,1,196.33,0.0959
D4012,2278,3,212.09,0.0922
D4013,1463,2,158.11,0.0759
D4014,1682,5,285.42,0.05
D4015,2390,2,205.57,0.0496
D4016,2344,3,343.79,0.0602
D4017,696,1,126.21,0.0917
D4018,2275,2,209.54,0.02
D4019,725,0,210.79,0.0906
D4020,2119,1,134.85,0.0229
D4021,2228,1,201.76,0.0674
D4022,1252,0,245.82,0.0909
D4023,2729,3,270.89,0.0931
D4024,2589,3,150.9,0.0287
D4025,2815,3,117.98,0.0526
D4026,1841,1,183.61,0.0081
D4027,1015,0,116.14,0.0641
D4028,2861,3,149.04,0.0953
D4029,1478,2,279.52,0.0277
D4030,2545,3,176.82,0.0076
D4031,544,2,123.98,0.0327
D4032,586,0,208.88,0.0641
D4033,2338,2,251.06,0.0194
D4034,2102,0,211.55,0.0816
D4035,1600,5,256.49,0.0947
D4036,1894,4,226.81,0.0472
D4037,1101,3,188.12,0.0182
D4038,2146,5,183.9,0.0885
D4039,1906,0,178.94,0.0669
D4040,2962,4,233.72,0.047
D4041,2309,0,187.07,0.0717
D4042,663,2,242.88,0.0198
D4043,1190,1,267.44,0.0532
D4044,1963,5,140.86,0.0929
D4045,746,0,214.32,0.0637
D4046,2217,2,222.21,0.0141
D4047,1102,2,196.53,0.1
D4048,1407,2,289.16,0.0511
D4049,2670,4,181.9,0.0353
D4050,1206,4,196.75,0.0032
D4051,2036,0,96.07,0.0678
D4052,1496,2,184.51,0.0378
D4053,1561,0,214.75,0.0758
D4054,1754,1,160.63,0.0754
D4055,604,1,151.18,0.0197
D4056,1163,1,118.15,0.0277
D4057,2035,1,200.06,0.0639
D4058,2682,4,234.59,0.0416
D4059,809,2,161.14,0.0367
D4060,2383,5,190.49,0.0805
D4061,2395,3,151.43,0.0797
D4062,660,1,179.63,0.0149
D4063,1044,2,234.08,0.089
D4064,2681,3,180.3,0.0557
D4065,878,2,175.05,0.0689
D4066,1375,1,186.67,0.0047
D4067,2419,8,257.63,0.0029
D4068,1792,2,210.29,0.0872
D4069,1880,2,223.25,0.0581
D4070,1802,3,211.4,0.0858
D4071,1962,3,194.16,0.0051
D4072,1099,0,166.64,0.094
D4073,1738,4,238.03,0.0543
D4074,2402,3,133.09,0.0221
D4075,2870,3,157.83,0.0385
D4076,832,0,201.67,0.0559
D4077,1442,2,209.8,0.0386
D4078,2763,7,109.34,0.0595
D4079,2323,6,246.26,0.0169
D4080,2853,5,186.72,0.0336
D4081,1885,1,228.81,0.0349
D4082,2095,5,204.6,0.0413
D4083,573,0,192.81,0.0657
D4084,1141,2,240.7,0.0218
D4085,2117,5,260.86,0.0408
D4086,1551,5,123.89,0.0898
D4087,1245,1,127.61,0.0973
D4088,720,0,129.52,0.0984
D4089,2810,0,156.57,0.056
D4090,848,0,283.69,0.0838
D4091,1003,5,157.61,0.0612
D4092,614,1,213.98,0.0317
D4093,821,1,140.2,0.089
D4094,1447,2,254.06,0.0242
D4095,1410,2,133.83,0.0685
D4096,692,1,227.64,0.0458
D4097,1499,2,128.91,0.0153
D4098,2301,4,217.48,0.0316
D4099,2098,3,202.96,0.0149
D4100,665,0,204.66,0.0194
D4101,1101,1,205.9,0.0249
D4102,1233,2,270.65,0.0226
D4103,2772,6,224.64,0.0345
D4104,2629,3,144.57,0.0191
D4105,2349,2,187.57,0.0283
D4106,1045,2,249.01,0.0799
D4107,1737,3,226.28,0.0989
D4108,2022,2,227.49,0.045
D4109,2105,3,184.52,0.0075
D4110,1749,1,174.19,0.0823
D4111,2271,3,170.07,0.0413
D4112,2113,5,186.5,0.0839
D4113,671,0,187.26,0.0948
D4114,2238,1,173.11,0.0977
D4115,2398,1,196.15,0.0602
D4116,2433,2,224.06,0.0835
D4117,2185,2,218.77,0.047
D4118,2846,2,177.27,0.0336
D4119,2493,4,179.8,0.0646
D4120,2830,4,117.69,0.0787
D4121,966,1,184.1,0.0692
D4122,1282,0,196.15,0.033
D4123,1040,2,206.51,0.0269
D4124,1820,3,213.97,0.0689
D4125,2966,3,187.4,0.0991
D4126,2081,1,255.56,0.016
D4127,2934,2,249.93,0.0503
D4128,866,2,182.21,0.0506
D4129,910,2,207.57,0.0398
D4130,1117,1,270.05,0.0423
D4131,1228,1,185.63,0.0379
D4132,1989,6,185.54,0.0245
D4133,1624,1,161.65,0.0133
D4134,2722,4,173.7,0.0315
D4135,743,0,244.0,0.0785
D4136,616,1,121.72,0.0355
D4137,2223,1,158.33,0.0012
D4138,1181,2,241.54,0.0794
D4139,2658,4,245.72,0.0919
D4140,2729,2,115.01,0.0912
D4141,1931,2,285.32,0.0824
D4142,2884,1,226.21,0.0502
D4143,2508,5,197.65,0.0959
D4144,849,0,104.05,0.0867
D4145,810,2,200.93,0.0624
D4146,770,0,260.46,0.081
D4147,2253,2,263.13,0.0232
D4148,1200,4,170.3,0.0279
D4149,1493,2,215.18,0.0276
D4150,2000,0,279.31,0.0792
D4151,866,4,224.52,0.0549
D4152,2237,5,140.46,0.0944
D4153,1057,5,225.01,0.0094
D4154,1917,3,181.44,0.0485
D4155,2733,2,169.05,0.0188
D4156,974,3,177.25,0.0017
D4157,2018,4,317.32,0.0613
D4158,814,1,232.82,0.0092
D4159,2088,2,189.12,0.0987
D4160,650,0,149.83,0.0319
D4161,2010,0,188.33,0.087
D4162,2880,4,241.21,0.0266
D4163,1239,0,225.99,0.0505
D4164,1592,1,230.16,0.063
D4165,1943,1,201.08,0.0272
D4166,921,0,189.06,0.0507
D4167,2171,2,175.72,0.0359
D4168,1037,2,246.65,0.0967
D4169,1280,1,236.07,0.0179
D4170,1722,5,311.35,0.093
D4171,854,0,294.76,0.0577
D4172,2879,5,131.44,0.059
D4173,2893,2,164.61,0.0949
D4174,2965,3,270.02,0.0182
D4175,1193,4,139.14,0.0964
D4176,958,5,177.59,0.0716
D4177,2390,2,221.57,0.0702
D4178,866,1,193.04,0.0948
D4179,1189,1,269.21,0.0025
D4180,2550,0,178.09,0.0072
D4181,597,0,148.55,0.0439
D4182,916,0,235.97,0.0517
D4183,2443,3,184.16,0.0378
D4184,893,1,117.01,0.0061
D4185,2561,2,148.26,0.0313
D4186,1487,1,120.57,0.0208
D4187,1254,2,207.06,0.0033
D4188,1041,0,117.62,0.0336
D4189,872,2,201.71,0.0148
D4190,2378,7,199.3,0.0888
D4191,1689,2,110.3,0.0314
D4192,2147,2,129.16,0.0038
D4193,1429,1,170.15,0.0516
D4194,997,2,219.56,0.068
D4195,2976,3,127.77,0.0681
D4196,2534,2,281.12,0.0288
D4197,2467,5,255.39,0.0906
D4198,2010,2,225.43,0.0083
D4199,810,0,262.3,0.0346
D4200,1975,1,224.99,0.0329
D4201,2164,4,124.56,0.0762
D4202,1477,3,179.28,0.0103
D4203,959,1,223.36,0.0623
D4204,2961,2,148.26,0.0997
D4205,2139,1,161.55,0.0925
D4206,2971,4,192.12,0.0095
D4207,1897,6,193.79,0.0916
D4208,1406,8,163.13,0.0724
D4209,2071,3,192.92,0.0247
D4210,2314,4,211.88,0.057
D4211,2006,3,169.27,0.0364
D4212,2685,6,253.06,0.0106
D4213,507,0,237.73,0.0768
D4214,1995,5,108.98,0.0887
D4215,2725,4,149.67,0.0484
D4216,635,0,170.12,0.0077
D4217,1862,3,97.49,0.0771
D4218,2837,7,263.36,0.0154
D4219,2698,3,138.34,0.0826
D4220,915,1,197.62,0.0288
D4221,1461,2,231.21,0.0303
D4222,1500,1,233.85,0.0251
D4223,579,1,181.99,0.0444
D4224,2713,4,301.45,0.0297
D4225,2053,3,137.31,0.0597
D4226,1763,2,180.17,0.0458
D4227,2840,5,215.82,0.0368
D4228,2328,2,201.25,0.0247
D4229,1640,2,234.46,0.0904
D4230,1344,2,192.72,0.0621
D4231,1489,0,268.89,0.0397
D4232,1174,0,300.4,0.0544
D4233,1056,0,129.01,0.0437
D4234,1870,3,140.46,0.0851
D4235,2538,2,171.39,0.0195
D4236,1887,4,103.53,0.0225
D4237,899,1,173.03,0.0185
D4238,1331,0,116.27,0.0597
D4239,2617,4,208.64,0.0641
D4240,2702,4,94.03,0.0889
D4241,2992,3,156.57,0.0106
D4242,1788,2,188.47,0.0331
D4243,1320,1,125.44,0.0454
D4244,739,0,179.29,0.0492
D4245,2356,2,137.19,0.0673
D4246,2079,1,228.98,0.0712
D4247,2150,2,173.59,0.0529
D4248,688,0,234.34,0.0935
D4249,2543,2,153.66,0.0608
D4250,1637,0,178.66,0.0524
D4251,533,0,158.27,0.0167
D4252,1147,1,163.65,0.0278
D4253,2047,3,231.95,0.0501
D4254,1971,2,210.87,0.0208
D4255,2892,5,83.1,0.0086
D4256,2657,5,224.05,0.0531
D4257,2811,3,125.91,0.0346
D4258,2951,6,207.88,0.03
D4259,2676,2,232.17,0.0035
D4260,1772,3,121.4,0.0391
D4261,2491,1,200.11,0.0507
D4262,949,0,231.87,0.0339
D4263,2300,5,239.02,0.0772
D4264,2219,2,197.03,0.0033
D4265,1340,0,308.39,0.0881
D4266,1068,3,172.09,0.0436
D4267,2829,6,212.89,0.0257
D4268,2202,3,218.67,0.0464
D4269,2671,2,179.4,0.0698
D4270,1585,2,236.93,0.0452
D4271,1482,2,197.79,0.0426
D4272,934,1,123.77,0.0384
D4273,1044,3,146.07,0.0305
D4274,1617,1,213.0,0.0536
D4275,1086,2,230.08,0.0849
D4276,1241,0,129.77,0.07
D4277,1021,1,173.69,0.0117
D4278,1477,0,222.92,0.0927
D4279,1300,3,210.42,0.0504
D4280,2553,5,88.17,0.0482
D4281,818,1,227.22,0.0431
D4282,2615,4,217.37,0.0605
D4283,2580,3,195.69,0.0663
D4284,857,1,172.6,0.0018
D4285,861,0,186.82,0.0784
D4286,1332,1,205.21,0.0662
D4287,732,2,269.49,0.0583
D4288,586,0,192.09,0.052
D4289,659,0,195.78,0.026
D4290,2721,0,167.36,0.0372
D4291,2245,2,296.8,0.062
D4292,615,2,168.64,0.0621
D4293,1042,0,65.1,0.0662
D4294,1468,1,184.8,0.0269
D4295,1787,2,234.09,0.0923
D4296,1290,3,292.5,0.0972
D4297,1411,3,283.68,0.0504
D4298,556,1,188.74,0.0731
D4299,2781,5,200.62,0.0783
D4300,1946,3,159.86,0.088
D4301,1231,2,224.13,0.0285
D4302,1972,3,194.28,0.0658
D4303,918,1,149.24,0.0322
D4304,695,0,208.52,0.0365
D4305,539,1,142.43,0.0496
D4306,501,1,149.6,0.0783
D4307,913,1,271.86,0.0613
D4308,606,0,225.97,0.08
D4309,856,0,173.11,0.0851
D4310,1589,2,290.69,0.0516
D4311,2010,1,180.56,0.093
D4312,2766,5,153.62,0.0399
D4313,2230,3,214.33,0.0923
D4314,1043,2,235.0,0.0152
D4315,1076,0,267.88,0.0361
D4316,2737,4,145.87,0.0499
D4317,1283,1,227.58,0.0086
D4318,677,1,245.03,0.0603
D4319,2176,2,285.32,0.0606
D4320,2872,2,257.78,0.0623
D4321,1411,2,241.13,0.0268
D4322,2272,7,318.41,0.064
D4323,1367,1,178.91,0.0338
D4324,1401,2,122.61,0.009
D4325,2582,7,229.62,0.0822
D4326,980,2,235.19,0.0077
D4327,2734,3,202.65,0.0046
D4328,1768,3,180.83,0.0241
D4329,1228,0,171.29,0.08
D4330,1486,4,180.34,0.0333
D4331,1085,2,244.82,0.0817
D4332,2553,0,238.8,0.0364
D4333,1708,1,114.94,0.0222
D4334,2662,4,153.19,0.0596
D4335,1041,3,293.27,0.0606
D4336,2972,2,210.45,0.0847
D4337,2642,2,207.33,0.0913
D4338,837,0,161.97,0.0327
D4339,2513,3,186.81,0.0513
D4340,758,3,227.9,0.0315
D4341,1008,2,279.8,0.0301
D4342,1511,3,172.77,0.0673
D4343,1975,1,146.28,0.0907
D4344,1420,1,173.14,0.0307
D4345,912,0,229.64,0.0957
D4346,1688,4,212.36,0.0403
D4347,1402,1,183.24,0.0468
D4348,2988,2,136.56,0.0147
D4349,2378,4,187.28,0.0496
D4350,2052,2,268.24,0.0039
D4351,640,2,165.42,0.0248
D4352,1610,1,200.56,0.0773
D4353,2209,2,273.54,0.09
D4354,1434,1,236.63,0.0926
D4355,744,2,199.98,0.0813
D4356,798,5,149.89,0.0861
D4357,1923,4,189.38,0.0223
D4358,1974,2,73.84,0.0295
D4359,2612,3,210.6,0.0675
D4360,2856,3,223.35,0.0843
D4361,819,1,206.05,0.0885
D4362,2327,1,218.18,0.0142
D4363,2572,2,244.32,0.0748
D4364,840,1,143.14,0.0274
D4365,1631,4,212.49,0.0211
D4366,987,0,39.35,0.0605
D4367,1884,2,167.41,0.0783
D4368,2468,2,205.79,0.0555
D4369,944,1,208.89,0.0225
D4370,2985,4,239.98,0.0328
D4371,2290,2,236.12,0.012
D4372,1064,1,209.69,0.0032
D4373,2017,1,196.18,0.0989
D4374,1584,2,262.59,0.0053
D4375,1383,1,194.77,0.0035
D4376,2006,3,165.88,0.0501
D4377,2571,0,188.68,0.0783
D4378,1213,1,146.17,0.0244
D4379,569,1,72.42,0.0481
D4380,2337,2,255.44,0.0371
D4381,2013,1,217.27,0.0925
D4382,526,0,237.96,0.0533
D4383,1590,6,182.69,0.0075
D4384,1695,3,105.03,0.0117
D4385,1312,8,137.11,0.0795
D4386,2613,6,254.82,0.0421
D4387,1966,6,169.14,0.0317
D4388,1265,2,136.85,0.0197
D4389,1762,1,150.15,0.0395
D4390,643,2,106.07,0.0068
D4391,2727,1,210.67,0.0942
D4392,1916,5,287.66,0.0899
D4393,2434,1,181.12,0.0833
D4394,2025,5,253.06,0.0956
D4395,852,0,251.71,0.0838
D4396,1616,1,190.39,0.0029
D4397,2728,5,254.19,0.0744
D4398,727,1,180.47,0.0614
D4399,1235,4,232.69,0.084
D4400,1114,1,159.0,0.0557
D4401,1682,3,257.18,0.0355
D4402,2942,9,227.31,0.0415
D4403,858,0,276.72,0.0103
D4404,828,2,246.18,0.0368
D4405,2790,1,254.07,0.0661
D4406,1638,1,150.47,0.061
D4407,1624,3,135.32,0.0755
D4408,2779,1,181.92,0.0341
D4409,2883,1,131.92,0.0253
D4410,587,1,247.67,0.0882
D4411,794,1,238.66,0.0387
D4412,1434,3,300.0,0.0892
D4413,2888,4,307.72,0.0727
D4414,739,0,142.08,0.0451
D4415,2961,4,271.18,0.098
D4416,896,2,224.48,0.0349
D4417,2133,1,162.84,0.0073
D4418,2355,4,284.11,0.0722
D4419,835,0,149.06,0.0922
D4420,813,1,346.56,0.0713
D4421,2496,2,172.35,0.0732
D4422,2050,4,215.02,0.0376
D4423,1451,1,316.81,0.0426
D4424,1595,1,217.89,0.0032
D4425,803,1,180.97,0.0886
D4426,849,1,201.29,0.0391
D4427,2327,6,267.78,0.0539
D4428,2599,2,239.62,0.045
D4429,2390,3,291.69,0.0284
D4430,1955,6,224.98,0.0429
D4431,2866,5,163.57,0.0938
D4432,2064,0,222.39,0.0284
D4433,996,0,240.84,0.0166
D4434,581,0,208.18,0.0282
D4435,2571,5,183.23,0.0393
D4436,2986,2,173.52,0.0073
D4437,1897,5,146.6,0.044
D4438,2886,2,139.06,0.028
D4439,2220,3,145.13,0.0639
D4440,2016,1,264.88,0.0379
D4441,2892,2,191.37,0.0053
D4442,1015,1,234.21,0.0034
D4443,2050,4,188.43,0.0666
D4444,1938,2,203.38,0.0258
D4445,2699,3,264.97,0.0153
D4446,1134,3,270.56,0.0688
D4447,2365,5,181.21,0.0363
D4448,2223,2,213.63,0.0236
D4449,1552,2,249.9,0.0826
D4450,1005,3,209.14,0.0727
D4451,1105,0,195.8,0.083
D4452,2808,3,198.49,0.0773
D4453,2564,5,157.97,0.0928
D4454,1774,2,220.37,0.0652
D4455,994,1,178.01,0.0991
D4456,2007,4,140.56,0.0107
D4457,1799,6,210.14,0.0946
D4458,905,0,78.93,0.0301
D4459,1569,4,153.68,0.0065
D4460,2616,2,250.32,0.0278
D4461,755,3,177.93,0.0185
D4462,1394,3,189.51,0.0201
D4463,2633,3,115.25,0.0097
D4464,2716,1,164.2,0.0159
D4465,941,2,255.33,0.0967
D4466,2398,3,235.35,0.0174
D4467,2362,5,192.69,0.0201
D4468,1770,4,192.47,0.1
D4469,2037,5,222.63,0.0188
D4470,2110,1,213.55,0.0504
D4471,2683,4,169.49,0.0741
D4472,1248,0,191.24,0.0016
D4473,2785,5,256.8,0.0739
D4474,553,1,221.7,0.0028
D4475,2983,5,108.83,0.0931
D4476,769,0,137.48,0.0596
D4477,1601,1,228.56,0.0069
D4478,1084,0,227.74,0.0605
D4479,2973,1,212.37,0.0279
D4480,2587,2,221.9,0.0129
D4481,2323,3,131.19,0.0637
D4482,2710,7,182.39,0.0427
D4483,1107,3,120.36,0.0953
D4484,2883,3,154.13,0.0549
D4485,1991,2,282.74,0.0861
D4486,1979,2,238.55,0.0812
D4487,2271,2,190.44,0.018
D4488,1338,1,224.45,0.041
D4489,2224,3,286.94,0.0194
D4490,2016,5,130.81,0.0486
D4491,1867,1,256.88,0.0483
D4492,1995,2,241.7,0.0701
D4493,2224,2,210.17,0.0451
D4494,971,0,200.68,0.0175
D4495,1200,2,197.49,0.0015
D4496,1274,0,274.13,0.0754
D4497,1071,0,201.42,0.0029
D4498,1570,3,115.12,0.0191
D4499,1674,3,207.64,0.0079
D4500,2301,7,280.1,0.0573
D4501,623,2,221.63,0.0131
D4502,1853,1,182.46,0.058
D4503,1974,3,146.89,0.0412
D4504,1711,3,300.87,0.0915
D4505,1596,2,241.64,0.0093
D4506,2583,5,224.68,0.081
D4507,1640,2,207.02,0.0414
D4508,704,2,199.68,0.0329
D4509,1882,2,179.26,0.0916
D4510,763,1,215.89,0.0954
D4511,1864,3,215.11,0.0245
D4512,2036,3,173.46,0.0836
D4513,513,2,191.17,0.0151
D4514,548,0,178.52,0.0673
D4515,2688,2,189.32,0.0651
D4516,2964,4,228.81,0.0483
D4517,2458,1,217.94,0.0578
D4518,1396,2,108.14,0.0561
D4519,2880,2,280.91,0.0715
D4520,2263,1,186.11,0.0317
D4521,1680,1,142.71,0.0436
D4522,1612,2,203.08,0.092
D4523,2561,0,222.05,0.0272
D4524,2233,3,179.96,0.0775
D4525,1900,2,246.42,0.0226
D4526,1572,4,208.77,0.015
D4527,2846,3,137.64,0.0333
D4528,1688,3,191.59,0.0833
D4529,1872,1,268.04,0.0816
D4530,1487,1,220.09,0.0624
D4531,1826,1,126.99,0.036
D4532,2357,2,186.21,0.0455
D4533,2687,10,260.16,0.0811
D4534,1069,1,245.46,0.0877
D4535,2574,0,250.32,0.0028
D4536,795,0,234.54,0.0958
D4537,1250,3,230.32,0.074
D4538,952,1,128.4,0.0469
D4539,1329,2,156.31,0.0837
D4540,1603,2,181.15,0.0218
D4541,725,2,208.54,0.0272
D4542,2198,3,188.96,0.0906
D4543,1176,1,170.97,0.0416
D4544,1047,1,233.99,0.0256
D4545,2566,3,251.63,0.0042
D4546,565,1,236.01,0.0438
D4547,1289,1,155.06,0.0339
D4548,1260,3,163.51,0.0981
D4549,2315,6,185.65,0.0083
D4550,1769,2,165.14,0.0096
D4551,2227,2,210.72,0.0729
D4552,813,0,227.33,0.0242
D4553,746,0,156.45,0.0871
D4554,660,0,241.0,0.0461
D4555,2237,3,198.82,0.0347
D4556,2696,1,262.63,0.0055
D4557,1903,2,176.06,0.0891
D4558,510,1,121.28,0.0466
D4559,1472,6,288.24,0.0383
D4560,1053,0,196.74,0.0463
D4561,1740,4,74.22,0.0343
D4562,2560,5,140.01,0.0513
D4563,1931,3,183.95,0.0588
D4564,2935,1,222.69,0.0966
D4565,2775,3,250.38,0.0427
D4566,2651,3,169.34,0.0398
D4567,2025,2,301.14,0.0122
D4568,1111,1,213.43,0.0284
D4569,2409,1,198.92,0.0395
D4570,673,0,271.96,0.0175
D4571,2866,3,155.01,0.0165
D4572,1589,4,225.43,0.0514
D4573,1959,1,188.63,0.0508
D4574,1299,2,156.94,0.0176
D4575,679,3,184.19,0.0578
D4576,1136,1,185.48,0.0715
D4577,912,0,157.23,0.0656
D4578,2064,2,230.89,0.0813
D4579,1017,1,170.32,0.0279
D4580,2866,4,108.36,0.024
D4581,2282,4,252.18,0.0836
D4582,1192,2,186.02,0.0492
D4583,999,1,226.99,0.0762
D4584,674,0,141.21,0.0144
D4585,1430,2,128.29,0.0037
D4586,737,0,268.12,0.0839
D4587,767,2,183.63,0.0804
D4588,689,2,265.66,0.0232
D4589,2395,6,221.96,0.0828
D4590,1508,4,254.41,0.0842
D4591,1506,0,130.29,0.0377
D4592,1724,4,163.8,0.0828
D4593,2557,4,180.41,0.0818
D4594,1700,1,149.61,0.0092
D4595,2306,0,267.54,0.0337
D4596,979,1,148.17,0.0957
D4597,513,1,173.76,0.071
D4598,816,0,151.26,0.0505
D4599,2461,2,180.95,0.0384
D4600,2571,2,185.36,0.0885
D4601,2151,1,210.75,0.0187
D4602,2272,6,128.8,0.0562
D4603,1132,4,202.64,0.0689
D4604,1850,3,195.89,0.0759
D4605,711,3,208.06,0.0027
D4606,750,1,161.63,0.0511
D4607,1819,4,261.43,0.0754
D4608,2198,3,107.36,0.0252
D4609,1967,5,182.84,0.0569
D4610,630,1,234.94,0.0452
D4611,1647,3,213.29,0.0756
D4612,1721,2,216.43,0.0636
D4613,2494,2,149.36,0.0326
D4614,1742,2,297.22,0.0152
D4615,940,0,233.69,0.039
D4616,2553,2,120.12,0.0225
D4617,1417,1,85.39,0.0826
D4618,1482,2,156.26,0.0323
D4619,1555,1,190.83,0.068
D4620,1978,1,217.79,0.0147
D4621,1696,2,309.04,0.0054
D4622,2593,2,202.38,0.0289
D4623,2754,2,207.05,0.0602
D4624,960,0,165.08,0.0665
D4625,2864,4,186.66,0.0087
D4626,1311,1,220.15,0.0095
D4627,1903,3,270.23,0.0138
D4628,2593,6,283.24,0.0447
D4629,1308,2,187.95,0.0889
D4630,623,0,222.06,0.0882
D4631,1070,1,277.55,0.0881
D4632,2009,0,237.57,0.0553
D4633,2290,6,180.19,0.0366
D4634,714,1,195.43,0.0183
D4635,1845,4,199.78,0.036
D4636,1349,2,278.15,0.0825
D4637,1797,3,137.71,0.0118
D4638,2265,5,203.59,0.0106
D4639,2427,0,143.09,0.026
D4640,1527,1,236.54,0.0891
D4641,595,0,212.28,0.0707
D4642,1328,4,177.04,0.0651
D4643,1531,2,203.11,0.0079
D4644,1253,3,144.16,0.0077
D4645,2560,3,162.91,0.0109
D4646,1869,0,98.82,0.0508
D4647,2750,2,183.85,0.0975
D4648,886,0,250.5,0.0091
D4649,1854,4,304.34,0.0199
D4650,1586,1,160.72,0.015
D4651,759,0,240.75,0.0739
D4652,1091,1,156.15,0.0457
D4653,2096,5,297.15,0.0862
D4654,2998,5,181.77,0.0215
D4655,1391,0,215.83,0.0042
D4656,2473,5,218.44,0.0317
D4657,1580,3,156.96,0.0361
D4658,1741,5,178.84,0.0012
D4659,2156,6,151.31,0.0953
D4660,2847,2,166.08,0.0849
D4661,2445,4,110.97,0.0826
D4662,1541,5,211.63,0.0761
D4663,1479,1,182.43,0.0677
D4664,1418,2,218.48,0.0331
D4665,754,2,230.28,0.0281
D4666,2488,3,192.08,0.0557
D4667,1154,4,279.09,0.0876
D4668,2258,4,137.06,0.0418
D4669,1055,3,242.1,0.0029
D4670,1479,1,74.06,0.0058
D4671,2188,2,87.37,0.0566
D4672,2117,1,175.5,0.0331
D4673,809,0,250.2,0.0878
D4674,1676,1,205.24,0.0139
D4675,2548,2,204.1,0.0143
D4676,1947,1,247.44,0.0522
D4677,977,1,138.71,0.047
D4678,967,1,286.0,0.0875
D4679,624,1,217.93,0.0354
D4680,1487,2,97.47,0.0218
D4681,629,0,194.85,0.0959
D4682,2078,1,166.4,0.0746
D4683,1983,2,185.1,0.048
D4684,1349,4,193.29,0.0505
D4685,1629,1,304.93,0.0957
D4686,2956,1,131.72,0.0179
D4687,1301,2,267.05,0.0126
D4688,1359,0,144.74,0.0636
D4689,2519,3,272.22,0.0651
D4690,1252,2,195.28,0.0014
D4691,1652,0,168.35,0.0498
D4692,2928,3,247.18,0.045
D4693,937,0,257.07,0.0621
D4694,2388,2,267.98,0.0097
D4695,2897,2,266.18,0.0197
D4696,1378,2,174.47,0.0663
D4697,1934,1,204.59,0.0334
D4698,2494,3,257.51,0.0639
D4699,2130,2,200.07,0.0913
D4700,721,0,164.53,0.0376
D4701,2098,2,156.29,0.0625
D4702,1709,2,154.54,0.0043
D4703,648,1,124.37,0.0709
D4704,2327,4,160.44,0.0842
D4705,2335,1,212.73,0.0605
D4706,2941,5,167.49,0.0671
D4707,2386,5,147.54,0.0844
D4708,758,1,177.92,0.007
D4709,517,0,178.39,0.0393
D4710,767,3,206.08,0.0904
D4711,2731,6,144.42,0.0808
D4712,1790,2,142.66,0.0762
D4713,925,0,229.12,0.0979
D4714,1629,2,200.63,0.0293
D4715,1605,0,170.8,0.0746
D4716,1685,1,189.73,0.0841
D4717,1286,2,230.1,0.0156
D4718,1023,1,290.5,0.0785
D4719,1710,3,210.04,0.0325
D4720,1333,0,152.59,0.0893
D4721,1899,5,197.92,0.0595
D4722,1517,2,186.57,0.0024
D4723,1473,3,195.9,0.0177
D4724,2900,3,149.97,0.0157
D4725,2989,5,224.91,0.0272
D4726,859,0,251.65,0.0905
D4727,2467,2,136.57,0.0339
D4728,2807,3,200.31,0.049
D4729,1917,4,187.02,0.0141
D4730,2267,3,143.92,0.0882
D4731,1296,2,290.98,0.0857
D4732,1318,2,245.39,0.0883
D4733,2798,4,225.52,0.0491
D4734,620,0,201.72,0.0706
D4735,2385,5,209.94,0.0785
D4736,1818,1,327.29,0.0979
D4737,2746,5,242.54,0.0957
D4738,1658,1,165.16,0.0287
D4739,1321,0,188.35,0.0992
D4740,2972,8,159.32,0.0979
D4741,2830,1,180.98,0.0312
D4742,1543,3,235.69,0.0168
D4743,1510,2,221.07,0.0153
D4744,1325,2,171.03,0.0475
D4745,2671,5,140.51,0.0727
D4746,811,0,263.85,0.0553
D4747,2664,8,185.4,0.0791
D4748,707,0,206.59,0.0643
D4749,883,1,172.85,0.073
D4750,1819,3,239.38,0.032
D4751,1443,5,209.12,0.0032
D4752,1613,4,193.35,0.0706
D4753,2371,3,233.94,0.0552
D4754,1830,2,210.12,0.035
D4755,2990,3,254.05,0.0014
D4756,834,1,288.63,0.0756
D4757,2896,4,138.21,0.0181
D4758,2345,4,261.29,0.0408
D4759,572,0,201.4,0.0334
D4760,2545,3,207.66,0.084
D4761,2956,4,249.45,0.0717
D4762,1949,0,180.58,0.0875
D4763,2289,1,203.36,0.0994
D4764,2750,6,169.51,0.0671
D4765,2388,2,169.87,0.0313
D4766,2043,3,196.15,0.0648
D4767,1186,1,196.53,0.0678
D4768,1825,4,234.73,0.0119
D4769,2619,4,124.27,0.0644
D4770,2930,2,314.02,0.0624
D4771,991,0,138.64,0.0707
D4772,2465,8,192.37,0.0553
D4773,1380,3,130.98,0.0862
D4774,717,0,179.25,0.0685
D4775,2740,3,141.56,0.025
D4776,2896,4,247.5,0.0296
D4777,2202,3,161.95,0.0309
D4778,1756,1,165.15,0.0564
D4779,2591,2,197.28,0.0067
D4780,1817,1,95.89,0.074
D4781,2652,1,190.15,0.0333
D4782,533,0,194.57,0.0136
D4783,948,1,104.31,0.0806
D4784,665,2,163.51,0.0092
D4785,1913,6,156.96,0.048
D4786,2816,4,173.4,0.0598
D4787,1617,2,94.84,0.0661
D4788,2331,2,197.49,0.0606
D4789,2785,2,157.99,0.0671
